Generation,Best_Fitness,Best_X,Best_Y
1,9.043371232592289,1.0354177202504582,2.130663196631506
2,2.9631595021039168,1.038690403716254,1.0499215713257488
3,2.830770627092992,1.0529194799015362,-0.964800493965122
4,2.830770627092992,1.0529194799015362,-0.964800493965122
5,2.830770627092992,1.0529194799015362,-0.964800493965122
6,2.830770627092992,1.0529194799015362,-0.964800493965122
7,2.830770627092992,1.0529194799015362,-0.964800493965122
8,2.7352528907435243,-1.022093083242927,-0.09086973398013298
9,2.7352528907435243,-1.022093083242927,-0.09086973398013298
10,2.7352528907435243,-1.022093083242927,-0.09086973398013298
11,1.8214376663051226,-1.0521787266320537,0.03031133456928109
12,1.8214376663051226,-1.0521787266320537,0.03031133456928109
13,1.006816937183764,-1.0013429077185605,0.004361285400400011
14,0.7287862683337991,-0.056691140275978436,0.022227116507441247
15,0.3543293388858899,-0.008453610047427729,0.04152431020894167
16,0.3543293388858899,-0.008453610047427729,0.04152431020894167
17,0.3543293388858899,-0.008453610047427729,0.04152431020894167
18,0.3543293388858899,-0.008453610047427729,0.04152431020894167
19,0.3543293388858899,-0.008453610047427729,0.04152431020894167
20,0.3543293388858899,-0.008453610047427729,0.04152431020894167
21,0.3543293388858899,-0.008453610047427729,0.04152431020894167
22,0.3543293388858899,-0.008453610047427729,0.04152431020894167
23,0.3543293388858899,-0.008453610047427729,0.04152431020894167
24,0.028581084877774998,0.007639416983453051,-0.009259489613706956
25,0.028581084877774998,0.007639416983453051,-0.009259489613706956
26,0.028581084877774998,0.007639416983453051,-0.009259489613706956
27,0.028581084877774998,0.007639416983453051,-0.009259489613706956
28,0.028581084877774998,0.007639416983453051,-0.009259489613706956
29,0.028581084877774998,0.007639416983453051,-0.009259489613706956
30,0.028581084877774998,0.007639416983453051,-0.009259489613706956
31,0.028581084877774998,0.007639416983453051,-0.009259489613706956
32,0.028581084877774998,0.007639416983453051,-0.009259489613706956
33,0.028581084877774998,0.007639416983453051,-0.009259489613706956
34,0.028581084877774998,0.007639416983453051,-0.009259489613706956
35,0.028581084877774998,0.007639416983453051,-0.009259489613706956
36,0.028581084877774998,0.007639416983453051,-0.009259489613706956
37,0.02711016273455158,0.009314038686969483,-0.007066179270751441
38,0.008637691816147708,-0.004919443525339519,0.004397806977405855
39,0.008637691816147708,-0.004919443525339519,0.004397806977405855
40,0.004138921018071784,-0.004533854302851968,0.0005548671635404109
41,0.004138921018071784,-0.004533854302851968,0.0005548671635404109
42,0.0011367848345891218,-0.0023901597359812857,0.00013127849498658153
43,0.0011367848345891218,-0.0023901597359812857,0.00013127849498658153
44,0.0011367848345891218,-0.0023901597359812857,0.00013127849498658153
45,0.0011367848345891218,-0.0023901597359812857,0.00013127849498658153
46,0.0011122092203201817,-0.002361568221665095,0.0001709214991577365
47,0.0005325235598583333,-0.00033590436527365,-0.0016035546477854126
48,0.0005325235598583333,-0.00033590436527365,-0.0016035546477854126
49,0.00013191481432528462,0.0005316634611968816,0.0006182672864433968
50,0.00013191481432528462,0.0005316634611968816,0.0006182672864433968
51,7.633993786271276e-05,0.00027144969801366916,0.0005577711482389273
52,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
53,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
54,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
55,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
56,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
57,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
58,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
59,6.828692075799836e-06,-0.00017630777800125706,-5.7755987941146905e-05
60,3.5355561180949735e-06,0.00013290656541848072,1.2525969386548361e-05
61,3.5355561180949735e-06,0.00013290656541848072,1.2525969386548361e-05
62,3.5355561180949735e-06,0.00013290656541848072,1.2525969386548361e-05
63,3.5355561180949735e-06,0.00013290656541848072,1.2525969386548361e-05
64,6.783053798642413e-07,2.360658378498955e-05,5.349526613217484e-05
65,6.783053798642413e-07,2.360658378498955e-05,5.349526613217484e-05
66,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
67,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
68,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
69,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
70,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
71,5.663622602014584e-07,2.2012624861133016e-05,4.868476859926259e-05
72,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
73,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
74,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
75,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
76,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
77,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
78,9.57122843203706e-08,-2.174991905381261e-05,-3.06284723048874e-06
79,9.811916612534333e-09,2.824750416862207e-06,6.440340061182311e-06
80,2.180541969210026e-09,3.2466408841073462e-06,-6.711147490013716e-07
81,2.180541969210026e-09,3.2466408841073462e-06,-6.711147490013716e-07
82,2.180541969210026e-09,3.2466408841073462e-06,-6.711147490013716e-07
83,2.180541969210026e-09,3.2466408841073462e-06,-6.711147490013716e-07
84,2.180541969210026e-09,3.2466408841073462e-06,-6.711147490013716e-07
85,1.6767209842782904e-09,2.4148088209874557e-06,1.6187164410835938e-06
86,1.6767209842782904e-09,2.4148088209874557e-06,1.6187164410835938e-06
87,1.6767209842782904e-09,2.4148088209874557e-06,1.6187164410835938e-06
88,1.6767209842782904e-09,2.4148088209874557e-06,1.6187164410835938e-06
89,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
90,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
91,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
92,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
93,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
94,1.3067875670458307e-09,2.4667236711234326e-06,-7.086353394941758e-07
95,1.2015739514481538e-09,2.416191036619722e-06,-4.6751863588472096e-07
96,1.2015739514481538e-09,2.416191036619722e-06,-4.6751863588472096e-07
97,3.6688163618237013e-10,-1.331790943066495e-06,2.7498826106271897e-07
98,3.6688163618237013e-10,-1.331790943066495e-06,2.7498826106271897e-07
99,2.558486755788181e-10,-1.4290481160836587e-07,1.126585415167021e-06
100,2.558486755788181e-10,-1.4290481160836587e-07,1.126585415167021e-06
